Customer_ID,Satisfaction_Score,Likelihood_to_Recommend,Feedback_Comments_Encoded,Feedback_Comment,Satisfaction_Score_Normalized,Likelihood_to_Recommend_Normalized,Recommendation_Category,Satisfaction_Category
146,5.0,9,3,Good service,0.4444444444444445,0.8888888888888888,High,Neutral
839,10.0,2,1,Excellent,1.0,0.1111111111111111,Low,Satisfied
33,8.0,7,1,Very satisfied,0.7777777777777777,0.6666666666666665,Medium,Satisfied
515,6.0,1,0,Good service,0.5555555555555556,0.0,Low,Neutral
796,6.0,5,3,Good service,0.5555555555555556,0.4444444444444445,Medium,Neutral
257,7.0,7,4,Good service,0.6666666666666665,0.6666666666666665,Medium,Satisfied
126,7.0,3,2,Good service,0.6666666666666665,0.2222222222222222,Low,Satisfied
959,4.0,4,3,Needs improvement,0.3333333333333333,0.3333333333333333,Low,Neutral
113,10.0,5,2,Excellent,1.0,0.4444444444444445,Medium,Satisfied
815,6.0,3,3,Good service,0.5555555555555556,0.2222222222222222,Low,Neutral
805,10.0,6,1,Excellent,1.0,0.5555555555555556,Medium,Satisfied
342,8.0,3,4,Very satisfied,0.7777777777777777,0.2222222222222222,Low,Satisfied
48,6.0,8,1,Good service,0.5555555555555556,0.7777777777777777,High,Neutral
364,8.0,7,2,Very satisfied,0.7777777777777777,0.6666666666666665,Medium,Satisfied
787,7.0,1,2,Good service,0.6666666666666665,0.0,Low,Satisfied
398,1.0,2,4,Unsatisfactory,0.0,0.1111111111111111,Low,Dissatisfied
195,4.0,4,4,Needs improvement,0.3333333333333333,0.3333333333333333,Low,Neutral
851,7.0,5,0,Good service,0.6666666666666665,0.4444444444444445,Medium,Satisfied
737,9.0,10,4,Very satisfied,0.8888888888888888,1.0,High,Satisfied
725,2.0,4,1,Unsatisfactory,0.1111111111111111,0.3333333333333333,Low,Dissatisfied
321,5.0,4,3,Good service,0.4444444444444445,0.3333333333333333,Low,Neutral
794,9.0,9,1,Very satisfied,0.8888888888888888,0.8888888888888888,High,Satisfied
138,9.0,4,4,Very satisfied,0.8888888888888888,0.3333333333333333,Low,Satisfied
355,6.0,4,1,Good service,0.5555555555555556,0.3333333333333333,Low,Neutral
845,7.0,4,2,Good service,0.6666666666666665,0.3333333333333333,Low,Satisfied
70,9.0,2,1,Very satisfied,0.8888888888888888,0.1111111111111111,Low,Satisfied
811,10.0,8,0,Excellent,1.0,0.7777777777777777,High,Satisfied
582,8.0,4,1,Very satisfied,0.7777777777777777,0.3333333333333333,Low,Satisfied
720,6.0,8,4,Good service,0.5555555555555556,0.7777777777777777,High,Neutral
712,6.0,4,1,Good service,0.5555555555555556,0.3333333333333333,Low,Neutral
59,7.0,5,3,Good service,0.6666666666666665,0.4444444444444445,Medium,Satisfied
771,7.0,5,1,Good service,0.6666666666666665,0.4444444444444445,Medium,Satisfied
389,2.0,6,2,Unsatisfactory,0.1111111111111111,0.5555555555555556,Medium,Dissatisfied
853,9.0,7,4,Very satisfied,0.8888888888888888,0.6666666666666665,Medium,Satisfied
351,4.0,3,4,Needs improvement,0.3333333333333333,0.2222222222222222,Low,Neutral
846,10.0,10,2,Excellent,1.0,1.0,High,Satisfied
869,9.0,3,2,Very satisfied,0.8888888888888888,0.2222222222222222,Low,Satisfied
339,10.0,9,4,Excellent,1.0,0.8888888888888888,High,Satisfied
677,3.0,1,0,Needs improvement,0.2222222222222222,0.0,Low,Dissatisfied
757,5.0,10,1,Good service,0.4444444444444445,1.0,High,Neutral
596,5.0,8,4,Good service,0.4444444444444445,0.7777777777777777,High,Neutral
436,7.0,10,1,Good service,0.6666666666666665,1.0,High,Satisfied
450,4.0,3,4,Needs improvement,0.3333333333333333,0.2222222222222222,Low,Neutral
377,4.0,5,4,Needs improvement,0.3333333333333333,0.4444444444444445,Medium,Neutral
959,1.0,3,3,Unsatisfactory,0.0,0.2222222222222222,Low,Dissatisfied
391,6.0,10,1,Good service,0.5555555555555556,1.0,High,Neutral
481,4.0,1,1,Needs improvement,0.3333333333333333,0.0,Low,Neutral
821,10.0,10,0,Excellent,1.0,1.0,High,Satisfied
114,10.0,5,1,Excellent,1.0,0.4444444444444445,Medium,Satisfied
746,5.0,8,4,Good service,0.4444444444444445,0.7777777777777777,High,Neutral
774,9.0,5,1,Very satisfied,0.8888888888888888,0.4444444444444445,Medium,Satisfied
903,4.0,4,1,Needs improvement,0.3333333333333333,0.3333333333333333,Low,Neutral
172,1.0,9,1,Unsatisfactory,0.0,0.8888888888888888,High,Dissatisfied
18,9.0,1,1,Very satisfied,0.8888888888888888,0.0,Low,Satisfied
235,5.0,5,2,Good service,0.4444444444444445,0.4444444444444445,Medium,Neutral
310,10.0,1,2,Excellent,1.0,0.0,Low,Satisfied
895,7.0,6,3,Good service,0.6666666666666665,0.5555555555555556,Medium,Satisfied
669,3.0,10,3,Needs improvement,0.2222222222222222,1.0,High,Dissatisfied
723,4.0,9,1,Needs improvement,0.3333333333333333,0.8888888888888888,High,Neutral
281,10.0,2,4,Excellent,1.0,0.1111111111111111,Low,Satisfied
831,9.0,4,2,Very satisfied,0.8888888888888888,0.3333333333333333,Low,Satisfied
196,10.0,8,4,Excellent,1.0,0.7777777777777777,High,Satisfied
115,1.0,3,4,Unsatisfactory,0.0,0.2222222222222222,Low,Dissatisfied
397,5.0,7,2,Good service,0.4444444444444445,0.6666666666666665,Medium,Neutral
672,8.0,7,1,Very satisfied,0.7777777777777777,0.6666666666666665,Medium,Satisfied
667,10.0,2,3,Excellent,1.0,0.1111111111111111,Low,Satisfied
563,7.0,10,1,Good service,0.6666666666666665,1.0,High,Satisfied
418,4.0,4,0,Needs improvement,0.3333333333333333,0.3333333333333333,Low,Neutral
284,7.0,1,3,Good service,0.6666666666666665,0.0,Low,Satisfied
585,1.0,8,4,Unsatisfactory,0.0,0.7777777777777777,High,Dissatisfied
328,6.0,10,2,Good service,0.5555555555555556,1.0,High,Neutral
341,9.0,10,2,Very satisfied,0.8888888888888888,1.0,High,Satisfied
622,3.0,9,2,Needs improvement,0.2222222222222222,0.8888888888888888,High,Dissatisfied
798,4.0,1,1,Needs improvement,0.3333333333333333,0.0,Low,Neutral
221,8.0,7,1,Very satisfied,0.7777777777777777,0.6666666666666665,Medium,Satisfied
9,5.0,1,1,Good service,0.4444444444444445,0.0,Low,Neutral
909,5.0,1,1,Good service,0.4444444444444445,0.0,Low,Neutral
82,1.0,9,0,Unsatisfactory,0.0,0.8888888888888888,High,Dissatisfied
832,6.0,10,1,Good service,0.5555555555555556,1.0,High,Neutral
294,2.0,10,4,Unsatisfactory,0.1111111111111111,1.0,High,Dissatisfied
375,1.0,6,4,Unsatisfactory,0.0,0.5555555555555556,Medium,Dissatisfied
534,6.0,1,3,Good service,0.5555555555555556,0.0,Low,Neutral
415,5.0,7,2,Good service,0.4444444444444445,0.6666666666666665,Medium,Neutral
99,5.0,3,3,Good service,0.4444444444444445,0.2222222222222222,Low,Neutral
682,9.0,10,3,Very satisfied,0.8888888888888888,1.0,High,Satisfied
702,10.0,4,3,Excellent,1.0,0.3333333333333333,Low,Satisfied
618,10.0,4,2,Excellent,1.0,0.3333333333333333,Low,Satisfied
832,3.0,8,4,Needs improvement,0.2222222222222222,0.7777777777777777,High,Dissatisfied
970,1.0,1,4,Unsatisfactory,0.0,0.0,Low,Dissatisfied
777,8.0,8,2,Very satisfied,0.7777777777777777,0.7777777777777777,High,Satisfied
382,5.0,9,1,Good service,0.4444444444444445,0.8888888888888888,High,Neutral
863,5.0,7,2,Good service,0.4444444444444445,0.6666666666666665,Medium,Neutral
940,8.0,1,1,Very satisfied,0.7777777777777777,0.0,Low,Satisfied
504,8.0,7,2,Very satisfied,0.7777777777777777,0.6666666666666665,Medium,Satisfied
447,2.0,6,4,Unsatisfactory,0.1111111111111111,0.5555555555555556,Medium,Dissatisfied
680,3.0,5,4,Needs improvement,0.2222222222222222,0.4444444444444445,Medium,Dissatisfied
344,10.0,5,3,Excellent,1.0,0.4444444444444445,Medium,Satisfied
625,1.0,6,2,Unsatisfactory,0.0,0.5555555555555556,Medium,Dissatisfied
840,3.0,4,2,Needs improvement,0.2222222222222222,0.3333333333333333,Low,Dissatisfied
306,4.0,1,0,Needs improvement,0.3333333333333333,0.0,Low,Neutral
148,7.0,8,3,Good service,0.6666666666666665,0.7777777777777777,High,Satisfied
849,9.0,8,1,Very satisfied,0.8888888888888888,0.7777777777777777,High,Satisfied
732,5.0,4,2,Good service,0.4444444444444445,0.3333333333333333,Low,Neutral
454,1.0,7,4,Unsatisfactory,0.0,0.6666666666666665,Medium,Dissatisfied
938,2.0,3,1,Unsatisfactory,0.1111111111111111,0.2222222222222222,Low,Dissatisfied
33,10.0,8,3,Excellent,1.0,0.7777777777777777,High,Satisfied
732,2.0,7,2,Unsatisfactory,0.1111111111111111,0.6666666666666665,Medium,Dissatisfied
501,9.0,5,1,Very satisfied,0.8888888888888888,0.4444444444444445,Medium,Satisfied
319,10.0,5,4,Excellent,1.0,0.4444444444444445,Medium,Satisfied
697,7.0,9,3,Good service,0.6666666666666665,0.8888888888888888,High,Satisfied
193,2.0,6,1,Unsatisfactory,0.1111111111111111,0.5555555555555556,Medium,Dissatisfied
873,1.0,6,3,Unsatisfactory,0.0,0.5555555555555556,Medium,Dissatisfied
180,5.0,2,2,Good service,0.4444444444444445,0.1111111111111111,Low,Neutral
867,1.0,5,1,Unsatisfactory,0.0,0.4444444444444445,Medium,Dissatisfied
984,9.0,4,4,Very satisfied,0.8888888888888888,0.3333333333333333,Low,Satisfied
518,3.0,10,1,Needs improvement,0.2222222222222222,1.0,High,Dissatisfied
391,2.0,3,3,Unsatisfactory,0.1111111111111111,0.2222222222222222,Low,Dissatisfied
521,6.0,9,3,Good service,0.5555555555555556,0.8888888888888888,High,Neutral
357,3.0,7,2,Needs improvement,0.2222222222222222,0.6666666666666665,Medium,Dissatisfied
573,5.0,4,1,Good service,0.4444444444444445,0.3333333333333333,Low,Neutral
464,10.0,9,2,Excellent,1.0,0.8888888888888888,High,Satisfied
930,8.0,9,1,Very satisfied,0.7777777777777777,0.8888888888888888,High,Satisfied
675,10.0,7,2,Excellent,1.0,0.6666666666666665,Medium,Satisfied
99,2.0,5,1,Unsatisfactory,0.1111111111111111,0.4444444444444445,Medium,Dissatisfied
148,5.0,9,3,Good service,0.4444444444444445,0.8888888888888888,High,Neutral
570,8.0,7,3,Very satisfied,0.7777777777777777,0.6666666666666665,Medium,Satisfied
727,1.0,9,1,Unsatisfactory,0.0,0.8888888888888888,High,Dissatisfied
316,10.0,3,3,Excellent,1.0,0.2222222222222222,Low,Satisfied
182,10.0,9,1,Excellent,1.0,0.8888888888888888,High,Satisfied
547,6.0,1,4,Good service,0.5555555555555556,0.0,Low,Neutral
303,5.0,5,4,Good service,0.4444444444444445,0.4444444444444445,Medium,Neutral
558,10.0,2,2,Excellent,1.0,0.1111111111111111,Low,Satisfied
599,3.0,1,3,Needs improvement,0.2222222222222222,0.0,Low,Dissatisfied
4,2.0,3,3,Unsatisfactory,0.1111111111111111,0.2222222222222222,Low,Dissatisfied
778,3.0,7,2,Needs improvement,0.2222222222222222,0.6666666666666665,Medium,Dissatisfied
107,5.0,3,4,Good service,0.4444444444444445,0.2222222222222222,Low,Neutral
75,7.0,10,4,Good service,0.6666666666666665,1.0,High,Satisfied
40,2.0,10,1,Unsatisfactory,0.1111111111111111,1.0,High,Dissatisfied
639,7.0,9,3,Good service,0.6666666666666665,0.8888888888888888,High,Satisfied
695,6.0,3,0,Good service,0.5555555555555556,0.2222222222222222,Low,Neutral
119,7.0,6,1,Good service,0.6666666666666665,0.5555555555555556,Medium,Satisfied
73,7.0,2,3,Good service,0.6666666666666665,0.1111111111111111,Low,Satisfied
552,9.0,8,2,Very satisfied,0.8888888888888888,0.7777777777777777,High,Satisfied
204,7.0,10,4,Good service,0.6666666666666665,1.0,High,Satisfied
977,6.0,5,2,Good service,0.5555555555555556,0.4444444444444445,Medium,Neutral
96,10.0,2,3,Excellent,1.0,0.1111111111111111,Low,Satisfied
279,6.0,7,1,Good service,0.5555555555555556,0.6666666666666665,Medium,Neutral
143,7.0,3,3,Good service,0.6666666666666665,0.2222222222222222,Low,Satisfied
115,6.0,5,1,Good service,0.5555555555555556,0.4444444444444445,Medium,Neutral
476,4.0,9,4,Needs improvement,0.3333333333333333,0.8888888888888888,High,Neutral
884,7.0,1,4,Good service,0.6666666666666665,0.0,Low,Satisfied
998,8.0,2,3,Very satisfied,0.7777777777777777,0.1111111111111111,Low,Satisfied
133,8.0,5,1,Very satisfied,0.7777777777777777,0.4444444444444445,Medium,Satisfied
168,4.0,4,3,Needs improvement,0.3333333333333333,0.3333333333333333,Low,Neutral
914,10.0,1,2,Excellent,1.0,0.0,Low,Satisfied
245,9.0,7,1,Very satisfied,0.8888888888888888,0.6666666666666665,Medium,Satisfied
277,3.0,9,3,Needs improvement,0.2222222222222222,0.8888888888888888,High,Dissatisfied
975,9.0,1,1,Very satisfied,0.8888888888888888,0.0,Low,Satisfied
259,3.0,8,3,Needs improvement,0.2222222222222222,0.7777777777777777,High,Dissatisfied
46,7.0,9,4,Good service,0.6666666666666665,0.8888888888888888,High,Satisfied
346,4.0,2,2,Needs improvement,0.3333333333333333,0.1111111111111111,Low,Neutral
847,5.0,1,3,Good service,0.4444444444444445,0.0,Low,Neutral
895,3.0,6,3,Needs improvement,0.2222222222222222,0.5555555555555556,Medium,Dissatisfied
237,2.0,7,1,Unsatisfactory,0.1111111111111111,0.6666666666666665,Medium,Dissatisfied
53,8.0,2,2,Very satisfied,0.7777777777777777,0.1111111111111111,Low,Satisfied
148,7.0,5,1,Good service,0.6666666666666665,0.4444444444444445,Medium,Satisfied
699,7.0,5,1,Good service,0.6666666666666665,0.4444444444444445,Medium,Satisfied
533,8.0,7,4,Very satisfied,0.7777777777777777,0.6666666666666665,Medium,Satisfied
90,1.0,1,4,Unsatisfactory,0.0,0.0,Low,Dissatisfied
233,8.0,10,3,Very satisfied,0.7777777777777777,1.0,High,Satisfied
727,10.0,8,3,Excellent,1.0,0.7777777777777777,High,Satisfied
881,5.0,5,1,Good service,0.4444444444444445,0.4444444444444445,Medium,Neutral
51,8.0,3,3,Very satisfied,0.7777777777777777,0.2222222222222222,Low,Satisfied
665,9.0,9,4,Very satisfied,0.8888888888888888,0.8888888888888888,High,Satisfied
836,2.0,3,2,Unsatisfactory,0.1111111111111111,0.2222222222222222,Low,Dissatisfied
628,3.0,7,3,Needs improvement,0.2222222222222222,0.6666666666666665,Medium,Dissatisfied
394,6.0,10,3,Good service,0.5555555555555556,1.0,High,Neutral
214,9.0,7,1,Very satisfied,0.8888888888888888,0.6666666666666665,Medium,Satisfied
451,10.0,10,3,Excellent,1.0,1.0,High,Satisfied
339,10.0,8,1,Excellent,1.0,0.7777777777777777,High,Satisfied
351,8.0,10,3,Very satisfied,0.7777777777777777,1.0,High,Satisfied
649,6.0,8,2,Good service,0.5555555555555556,0.7777777777777777,High,Neutral
285,5.0,4,3,Good service,0.4444444444444445,0.3333333333333333,Low,Neutral
933,3.0,1,4,Needs improvement,0.2222222222222222,0.0,Low,Dissatisfied
878,4.0,4,2,Needs improvement,0.3333333333333333,0.3333333333333333,Low,Neutral
583,7.0,6,2,Good service,0.6666666666666665,0.5555555555555556,Medium,Satisfied
245,7.0,10,2,Good service,0.6666666666666665,1.0,High,Satisfied
550,3.0,6,2,Needs improvement,0.2222222222222222,0.5555555555555556,Medium,Dissatisfied
728,4.0,6,0,Needs improvement,0.3333333333333333,0.5555555555555556,Medium,Neutral
639,3.0,7,3,Needs improvement,0.2222222222222222,0.6666666666666665,Medium,Dissatisfied
584,2.0,1,1,Unsatisfactory,0.1111111111111111,0.0,Low,Dissatisfied
226,6.0,10,3,Good service,0.5555555555555556,1.0,High,Neutral
827,7.0,1,4,Good service,0.6666666666666665,0.0,Low,Satisfied
441,4.0,7,2,Needs improvement,0.3333333333333333,0.6666666666666665,Medium,Neutral
474,5.0,4,3,Good service,0.4444444444444445,0.3333333333333333,Low,Neutral
444,8.0,6,4,Very satisfied,0.7777777777777777,0.5555555555555556,Medium,Satisfied
796,9.0,6,3,Very satisfied,0.8888888888888888,0.5555555555555556,Medium,Satisfied
412,7.0,9,3,Good service,0.6666666666666665,0.8888888888888888,High,Satisfied
814,10.0,2,2,Excellent,1.0,0.1111111111111111,Low,Satisfied
246,1.0,4,1,Unsatisfactory,0.0,0.3333333333333333,Low,Dissatisfied
583,3.0,4,1,Needs improvement,0.2222222222222222,0.3333333333333333,Low,Dissatisfied
707,5.0,7,0,Good service,0.4444444444444445,0.6666666666666665,Medium,Neutral
500,3.0,1,1,Needs improvement,0.2222222222222222,0.0,Low,Dissatisfied
982,1.0,5,2,Unsatisfactory,0.0,0.4444444444444445,Medium,Dissatisfied
951,2.0,4,4,Unsatisfactory,0.1111111111111111,0.3333333333333333,Low,Dissatisfied
550,8.0,2,1,Very satisfied,0.7777777777777777,0.1111111111111111,Low,Satisfied
117,7.0,5,3,Good service,0.6666666666666665,0.4444444444444445,Medium,Satisfied
364,3.0,8,0,Needs improvement,0.2222222222222222,0.7777777777777777,High,Dissatisfied
914,4.0,9,2,Needs improvement,0.3333333333333333,0.8888888888888888,High,Neutral
204,3.0,7,2,Needs improvement,0.2222222222222222,0.6666666666666665,Medium,Dissatisfied
351,4.0,10,4,Needs improvement,0.3333333333333333,1.0,High,Neutral
319,6.0,7,0,Good service,0.5555555555555556,0.6666666666666665,Medium,Neutral
359,9.0,2,4,Very satisfied,0.8888888888888888,0.1111111111111111,Low,Satisfied
517,7.0,3,2,Good service,0.6666666666666665,0.2222222222222222,Low,Satisfied
940,6.0,10,1,Good service,0.5555555555555556,1.0,High,Neutral
489,9.0,8,1,Very satisfied,0.8888888888888888,0.7777777777777777,High,Satisfied
669,7.0,2,2,Good service,0.6666666666666665,0.1111111111111111,Low,Satisfied
107,7.0,7,2,Good service,0.6666666666666665,0.6666666666666665,Medium,Satisfied
740,8.0,6,4,Very satisfied,0.7777777777777777,0.5555555555555556,Medium,Satisfied
654,10.0,10,1,Excellent,1.0,1.0,High,Satisfied
826,3.0,4,3,Needs improvement,0.2222222222222222,0.3333333333333333,Low,Dissatisfied
172,8.0,4,1,Very satisfied,0.7777777777777777,0.3333333333333333,Low,Satisfied
658,1.0,3,4,Unsatisfactory,0.0,0.2222222222222222,Low,Dissatisfied
519,6.0,6,1,Good service,0.5555555555555556,0.5555555555555556,Medium,Neutral
855,2.0,3,1,Unsatisfactory,0.1111111111111111,0.2222222222222222,Low,Dissatisfied
865,7.0,9,4,Good service,0.6666666666666665,0.8888888888888888,High,Satisfied
958,3.0,4,1,Needs improvement,0.2222222222222222,0.3333333333333333,Low,Dissatisfied
813,10.0,4,2,Excellent,1.0,0.3333333333333333,Low,Satisfied
528,5.0,2,4,Good service,0.4444444444444445,0.1111111111111111,Low,Neutral
320,10.0,2,2,Excellent,1.0,0.1111111111111111,Low,Satisfied
37,2.0,7,0,Unsatisfactory,0.1111111111111111,0.6666666666666665,Medium,Dissatisfied
499,1.0,5,0,Unsatisfactory,0.0,0.4444444444444445,Medium,Dissatisfied
665,5.0,3,3,Good service,0.4444444444444445,0.2222222222222222,Low,Neutral
265,9.0,6,1,Very satisfied,0.8888888888888888,0.5555555555555556,Medium,Satisfied
695,9.0,6,4,Very satisfied,0.8888888888888888,0.5555555555555556,Medium,Satisfied
668,7.0,1,3,Good service,0.6666666666666665,0.0,Low,Satisfied
649,9.0,3,4,Very satisfied,0.8888888888888888,0.2222222222222222,Low,Satisfied
908,4.0,5,1,Needs improvement,0.3333333333333333,0.4444444444444445,Medium,Neutral
402,3.0,7,2,Needs improvement,0.2222222222222222,0.6666666666666665,Medium,Dissatisfied
987,4.0,4,4,Needs improvement,0.3333333333333333,0.3333333333333333,Low,Neutral
602,7.0,8,3,Good service,0.6666666666666665,0.7777777777777777,High,Satisfied
952,8.0,3,3,Very satisfied,0.7777777777777777,0.2222222222222222,Low,Satisfied
218,2.0,6,3,Unsatisfactory,0.1111111111111111,0.5555555555555556,Medium,Dissatisfied
330,5.0,6,3,Good service,0.4444444444444445,0.5555555555555556,Medium,Neutral
186,5.0,9,1,Good service,0.4444444444444445,0.8888888888888888,High,Neutral
381,9.0,4,3,Very satisfied,0.8888888888888888,0.3333333333333333,Low,Satisfied
209,3.0,7,1,Needs improvement,0.2222222222222222,0.6666666666666665,Medium,Dissatisfied
563,6.0,10,2,Good service,0.5555555555555556,1.0,High,Neutral
288,10.0,1,4,Excellent,1.0,0.0,Low,Satisfied
88,5.0,1,3,Good service,0.4444444444444445,0.0,Low,Neutral
944,2.0,2,0,Unsatisfactory,0.1111111111111111,0.1111111111111111,Low,Dissatisfied
136,2.0,4,4,Unsatisfactory,0.1111111111111111,0.3333333333333333,Low,Dissatisfied
158,4.0,6,4,Needs improvement,0.3333333333333333,0.5555555555555556,Medium,Neutral
794,4.0,4,4,Needs improvement,0.3333333333333333,0.3333333333333333,Low,Neutral
920,7.0,6,1,Good service,0.6666666666666665,0.5555555555555556,Medium,Satisfied
155,1.0,2,1,Unsatisfactory,0.0,0.1111111111111111,Low,Dissatisfied
463,6.0,9,3,Good service,0.5555555555555556,0.8888888888888888,High,Neutral
220,9.0,3,1,Very satisfied,0.8888888888888888,0.2222222222222222,Low,Satisfied
459,2.0,7,1,Unsatisfactory,0.1111111111111111,0.6666666666666665,Medium,Dissatisfied
167,5.0,1,3,Good service,0.4444444444444445,0.0,Low,Neutral
322,10.0,8,1,Excellent,1.0,0.7777777777777777,High,Satisfied
691,10.0,4,1,Excellent,1.0,0.3333333333333333,Low,Satisfied
841,4.0,5,3,Needs improvement,0.3333333333333333,0.4444444444444445,Medium,Neutral
562,4.0,7,3,Needs improvement,0.3333333333333333,0.6666666666666665,Medium,Neutral
813,8.0,3,4,Very satisfied,0.7777777777777777,0.2222222222222222,Low,Satisfied
512,6.0,9,4,Good service,0.5555555555555556,0.8888888888888888,High,Neutral
87,7.0,9,1,Good service,0.6666666666666665,0.8888888888888888,High,Satisfied
545,9.0,8,1,Very satisfied,0.8888888888888888,0.7777777777777777,High,Satisfied
275,3.0,1,1,Needs improvement,0.2222222222222222,0.0,Low,Dissatisfied
141,2.0,2,2,Unsatisfactory,0.1111111111111111,0.1111111111111111,Low,Dissatisfied
718,3.0,2,3,Needs improvement,0.2222222222222222,0.1111111111111111,Low,Dissatisfied
736,8.0,3,4,Very satisfied,0.7777777777777777,0.2222222222222222,Low,Satisfied
625,9.0,2,2,Very satisfied,0.8888888888888888,0.1111111111111111,Low,Satisfied
790,10.0,1,1,Excellent,1.0,0.0,Low,Satisfied
916,5.0,5,2,Good service,0.4444444444444445,0.4444444444444445,Medium,Neutral
353,8.0,6,2,Very satisfied,0.7777777777777777,0.5555555555555556,Medium,Satisfied
5,7.0,7,3,Good service,0.6666666666666665,0.6666666666666665,Medium,Satisfied
382,9.0,10,4,Very satisfied,0.8888888888888888,1.0,High,Satisfied
724,4.0,7,4,Needs improvement,0.3333333333333333,0.6666666666666665,Medium,Neutral
768,10.0,2,2,Excellent,1.0,0.1111111111111111,Low,Satisfied
334,3.0,7,1,Needs improvement,0.2222222222222222,0.6666666666666665,Medium,Dissatisfied
475,9.0,2,4,Very satisfied,0.8888888888888888,0.1111111111111111,Low,Satisfied
986,8.0,2,4,Very satisfied,0.7777777777777777,0.1111111111111111,Low,Satisfied
928,7.0,6,2,Good service,0.6666666666666665,0.5555555555555556,Medium,Satisfied
30,1.0,6,1,Unsatisfactory,0.0,0.5555555555555556,Medium,Dissatisfied
347,2.0,8,0,Unsatisfactory,0.1111111111111111,0.7777777777777777,High,Dissatisfied
922,9.0,5,1,Very satisfied,0.8888888888888888,0.4444444444444445,Medium,Satisfied
594,5.0,5,1,Good service,0.4444444444444445,0.4444444444444445,Medium,Neutral
493,1.0,10,2,Unsatisfactory,0.0,1.0,High,Dissatisfied
983,9.0,1,1,Very satisfied,0.8888888888888888,0.0,Low,Satisfied
748,1.0,4,1,Unsatisfactory,0.0,0.3333333333333333,Low,Dissatisfied
495,8.0,1,1,Very satisfied,0.7777777777777777,0.0,Low,Satisfied
856,5.0,10,1,Good service,0.4444444444444445,1.0,High,Neutral
388,6.0,5,3,Good service,0.5555555555555556,0.4444444444444445,Medium,Neutral
873,1.0,8,1,Unsatisfactory,0.0,0.7777777777777777,High,Dissatisfied
835,2.0,1,0,Unsatisfactory,0.1111111111111111,0.0,Low,Dissatisfied
253,7.0,3,3,Good service,0.6666666666666665,0.2222222222222222,Low,Satisfied
630,2.0,1,1,Unsatisfactory,0.1111111111111111,0.0,Low,Dissatisfied
939,5.0,6,4,Good service,0.4444444444444445,0.5555555555555556,Medium,Neutral
30,9.0,10,1,Very satisfied,0.8888888888888888,1.0,High,Satisfied
623,5.0,1,1,Good service,0.4444444444444445,0.0,Low,Neutral
912,3.0,10,2,Needs improvement,0.2222222222222222,1.0,High,Dissatisfied
766,6.0,3,4,Good service,0.5555555555555556,0.2222222222222222,Low,Neutral
711,7.0,5,0,Good service,0.6666666666666665,0.4444444444444445,Medium,Satisfied
807,10.0,5,4,Excellent,1.0,0.4444444444444445,Medium,Satisfied
342,10.0,2,1,Excellent,1.0,0.1111111111111111,Low,Satisfied
809,8.0,3,4,Very satisfied,0.7777777777777777,0.2222222222222222,Low,Satisfied
287,3.0,9,1,Needs improvement,0.2222222222222222,0.8888888888888888,High,Dissatisfied
945,4.0,1,3,Needs improvement,0.3333333333333333,0.0,Low,Neutral
397,10.0,1,2,Excellent,1.0,0.0,Low,Satisfied
509,4.0,2,1,Needs improvement,0.3333333333333333,0.1111111111111111,Low,Neutral
937,2.0,8,3,Unsatisfactory,0.1111111111111111,0.7777777777777777,High,Dissatisfied
244,7.0,6,3,Good service,0.6666666666666665,0.5555555555555556,Medium,Satisfied
221,4.0,4,3,Needs improvement,0.3333333333333333,0.3333333333333333,Low,Neutral
156,4.0,7,3,Needs improvement,0.3333333333333333,0.6666666666666665,Medium,Neutral
383,8.0,6,2,Very satisfied,0.7777777777777777,0.5555555555555556,Medium,Satisfied
748,6.0,9,2,Good service,0.5555555555555556,0.8888888888888888,High,Neutral
320,6.0,6,1,Good service,0.5555555555555556,0.5555555555555556,Medium,Neutral
373,9.0,2,1,Very satisfied,0.8888888888888888,0.1111111111111111,Low,Satisfied
531,4.0,3,2,Needs improvement,0.3333333333333333,0.2222222222222222,Low,Neutral
215,9.0,9,3,Very satisfied,0.8888888888888888,0.8888888888888888,High,Satisfied
367,1.0,7,2,Unsatisfactory,0.0,0.6666666666666665,Medium,Dissatisfied
114,9.0,6,0,Very satisfied,0.8888888888888888,0.5555555555555556,Medium,Satisfied
200,1.0,5,1,Unsatisfactory,0.0,0.4444444444444445,Medium,Dissatisfied
25,7.0,3,2,Good service,0.6666666666666665,0.2222222222222222,Low,Satisfied
934,6.0,4,2,Good service,0.5555555555555556,0.3333333333333333,Low,Neutral
121,7.0,1,2,Good service,0.6666666666666665,0.0,Low,Satisfied
742,9.0,5,2,Very satisfied,0.8888888888888888,0.4444444444444445,Medium,Satisfied
611,10.0,7,1,Excellent,1.0,0.6666666666666665,Medium,Satisfied
858,4.0,2,4,Needs improvement,0.3333333333333333,0.1111111111111111,Low,Neutral
3,9.0,8,0,Very satisfied,0.8888888888888888,0.7777777777777777,High,Satisfied
898,3.0,10,4,Needs improvement,0.2222222222222222,1.0,High,Dissatisfied
773,10.0,6,1,Excellent,1.0,0.5555555555555556,Medium,Satisfied
445,9.0,10,1,Very satisfied,0.8888888888888888,1.0,High,Satisfied
254,1.0,3,1,Unsatisfactory,0.0,0.2222222222222222,Low,Dissatisfied
20,5.0,2,3,Good service,0.4444444444444445,0.1111111111111111,Low,Neutral
204,10.0,8,3,Excellent,1.0,0.7777777777777777,High,Satisfied
